Grapheme	GraphFrequency	WordFrequency	Difference
撥	10	1	9
棵	58	49	9
濕	11	2	9
煎	10	1	9
磚	16	7	9
窯	18	9	9
競	11	2	9
筆	18	9	9
缸	10	1	9
舔	11	2	9
賙	10	1	9
距	10	1	9
慘	13	3	10
截	11	1	10
拐	11	1	10
挨	11	1	10
森	14	4	10
欠	28	18	10
段	71	61	10
笛	18	8	10
霧	11	1	10
僅	12	1	11
噴	12	1	11
氾	13	2	11
淡	14	3	11
漲	21	10	11
濫	15	4	11
策	13	2	11
粒	20	9	11
紮	13	2	11
縫	14	3	11
莫	17	6	11
鏟	13	2	11
餵	15	4	11
鶴	24	13	11
鹽	43	32	11
削	13	1	12
含	31	19	12
掘	15	3	12
撿	30	18	12
棲	13	1	12
汲	13	1	12
煮	26	14	12
瓜	14	2	12
苗	14	2	12
邁	13	1	12
鉤	21	9	12
呂	18	5	13
壁	14	1	13
拍	16	3	13
斜	15	2	13
某	25	12	13
縮	14	1	13
聾	14	1	13
肝	14	1	13
較	19	6	13
轟	14	1	13
辟	15	2	13
遊	14	1	13
駕	25	12	13
億	19	5	14
勤	15	1	14
幹	21	7	14
忒	16	2	14
懂	16	2	14
扇	19	5	14
捲	21	7	14
採	17	3	14
斗	17	3	14
棍	16	2	14
滾	17	3	14
碰	18	4	14
訂	20	6	14
雞	19	5	14
颳	20	6	14
准	49	34	15
副	21	6	15
填	16	1	15
墜	16	1	15
拖	16	1	15
捐	21	6	15
敲	18	3	15
溢	19	4	15
狼	19	4	15
盞	20	5	15
稭	17	2	15
窄	19	4	15
籌	17	2	15
粗	19	4	15
輥	17	2	15
懸	19	3	16
挺	17	1	16
框	18	2	16
沾	18	2	16
濃	17	1	16
疊	20	4	16
系	17	1	16
蘸	19	3	16
衝	22	6	16
鈸	17	1	16
鳴	17	1	16
乘	24	7	17
催	21	4	17
圓	19	2	17
府	20	3	17
慄	21	4	17
扎	21	4	17
溝	19	2	17
輛	51	34	17
鬆	19	2	17
哼	19	1	18
唉	32	14	18
啞	24	6	18
旺	19	1	18
滑	22	4	18
漏	27	9	18
澡	20	2	18
瓶	36	18	18
臭	19	1	18
遷	20	2	18
鈎	21	3	18
馱	20	2	18
乖	20	1	19
孚	20	1	19
寢	21	2	19
惹	63	44	19
扣	20	1	19
撞	20	1	19
泊	20	1	19
牽	64	45	19
瘋	23	4	19
豬	32	13	19
債	27	7	20
槽	21	1	20
珠	21	1	20
累	21	1	20
肯	170	150	20
腸	22	2	20
芽	22	2	20
薄	22	2	20
藥	22	2	20
融	21	1	20
踹	22	2	20
閒	21	1	20
似	25	4	21
克	105	84	21
吵	22	1	21
咬	33	12	21
慣	24	3	21
批	23	2	21
摔	33	12	21
暖	26	5	21
松	22	1	21
趁	36	15	21
駐	22	1	21
黨	26	5	21
呈	25	3	22
弦	23	1	22
戲	23	1	22
景	23	1	22
窩	28	6	22
糞	35	13	22
罩	28	6	22
虧	25	3	22
賊	35	13	22
逢	45	23	22
雪	33	11	22
鞋	37	15	22
佳	37	14	23
尾	27	4	23
朽	40	17	23
端	49	26	23
鍋	47	24	23
。	29702	29678	24
亭	42	18	24
偽	31	7	24
剝	32	8	24
套	45	21	24
挖	62	38	24
測	29	5	24
瘡	26	2	24
禧	25	1	24
聞	30	6	24
誰	743	719	24
逼	31	7	24
鷹	56	32	24
值	28	3	25
奏	31	6	25
層	46	21	25
擠	31	6	25
槓	44	19	25
洋	26	1	25
荷	27	2	25
賓	33	8	25
賠	26	1	25
鬧	27	2	25
倍	65	39	26
博	27	1	26
彎	29	3	26
扔	33	7	26
歷	29	3	26
熄	27	1	26
片	48	22	26
味	36	9	27
挑	35	8	27
揮	28	1	27
瘸	29	2	27
綠	36	9	27
繫	29	2	27
蛇	82	55	27
豈	59	32	27
費	29	2	27
闊	28	1	27
厚	47	19	28
染	34	6	28
濟	29	1	28
疏	38	10	28
側	34	5	29
兇	32	3	29
妾	33	4	29
燃	32	3	29
短	30	1	29
碗	57	28	29
穴	36	7	29
籃	35	6	29
舊	47	18	29
遞	30	1	29
拾	42	12	30
攔	54	24	30
烤	36	6	30
瘦	31	1	30
纏	31	1	30
蹄	31	1	30
載	42	12	30
沖	40	9	31
線	68	37	31
縱	33	2	31
蘇	40	9	31
補	34	3	31
逝	32	1	31
隔	33	2	31
隻	505	474	31
飲	37	6	31
驅	32	1	31
鹿	40	9	31
井	82	50	32
占	33	1	32
嘗	41	9	32
抖	33	1	32
握	37	5	32
旅	40	8	32
柴	56	24	32
湧	37	5	32
滴	39	7	32
盟	33	1	32
篾	33	1	32
貨	33	1	32
魚	84	52	32
冒	51	18	33
呢	1667	1634	33
委	34	1	33
杯	90	57	33
甜	40	7	33
罷	34	1	33
肚	39	6	33
誤	37	4	33
辨	35	2	33
額	35	2	33
乃	52	18	34
估	35	1	34
卜	45	11	34
圈	36	2	34
徵	35	1	34
旗	36	2	34
炭	36	2	34
舞	35	1	34
菜	38	4	34
裹	39	5	34
坡	36	1	35
塗	37	2	35
島	40	5	35
式	37	2	35
敢	117	82	35
渡	37	2	35
煙	59	24	35
饒	36	1	35
印	61	25	36
巧	54	18	36
彈	54	18	36
曲	37	1	36
賴	39	3	36
借	51	14	37
歎	38	1	37
熟	77	40	37
肢	38	1	37
詩	54	17	37
鋪	46	9	37
陳	38	1	37
雜	38	1	37
鞭	41	4	37
飄	38	1	37
鼻	38	1	37
吐	57	19	38
娶	163	125	38
孔	39	1	38
慢	40	2	38
插	39	1	38
燄	48	10	38
爬	46	8	38
考	39	1	38
吻	41	2	39
帥	41	2	39
影	41	2	39
搜	40	1	39
斑	45	6	39
歇	49	10	39
胎	59	20	39
速	40	1	39
則	41	1	40
匹	63	23	40
矛	42	2	40
穗	41	1	40
跪	45	5	40
兩	960	919	41
嫁	54	13	41
廟	56	15	41
廣	45	4	41
搬	50	9	41
歲	284	243	41
仆	43	1	42
仗	46	4	42
捨	47	5	42
暫	43	1	42
窺	43	1	42
肩	48	6	42
膝	47	5	42
讀	60	18	42
鑿	44	2	42
雷	49	7	42
冰	45	2	43
尚	47	4	43
拋	71	28	43
摘	55	12	43
淚	46	3	43
蕩	44	1	43
貼	44	1	43
軛	55	12	43
邦	64	21	43
鼓	47	4	43
干	53	9	44
旱	47	3	44
篩	62	18	44
織	45	1	44
託	49	5	44
德	52	7	45
抱	68	23	45
江	47	2	45
版	49	4	45
窗	54	9	45
類	87	42	45
冤	53	7	46
剃	53	7	46
毫	91	45	46
澆	51	5	46
獲	47	1	46
磨	57	11	46
勉	48	1	47
婚	53	6	47
擋	51	4	47
曼	63	16	47
橫	48	1	47
狗	69	22	47
休	59	11	48
偷	60	12	48
射	56	8	48
才	359	311	48
盤	54	6	48
坑	96	47	49
封	62	13	49
釘	95	46	49
互	51	1	50
嗎	1194	1143	51
塞	56	5	51
捕	52	1	51
換	58	7	51
槍	63	12	51
浪	52	1	51
緬	53	2	51
鍊	67	16	51
奔	57	5	52
披	58	6	52
排	65	13	52
板	78	26	52
爐	66	14	52
衰	55	3	52
鎖	55	3	52
毒	64	11	53
池	70	17	53
沉	58	5	53
紫	61	8	53
附	72	19	53
飢	54	1	53
夢	150	96	54
姦	56	2	54
悉	55	1	54
掛	63	9	54
溪	59	5	54
醉	60	6	54
閉	55	1	54
喚	59	4	55
嚇	57	2	55
堆	74	19	55
岸	64	9	55
戴	83	28	55
閃	73	18	55
后	58	2	56
摸	107	51	56
耕	58	2	56
貪	77	21	56
赤	60	4	56
喻	59	2	57
番	75	18	57
丁	63	5	58
囚	61	3	58
抵	59	1	58
煩	64	6	58
穩	71	13	58
胸	76	18	58
膽	59	1	58
談	61	3	58
陣	80	22	58
客	65	6	59
慾	68	9	59
洞	71	12	59
痲	61	2	59
禾	62	3	59
私	60	1	59
葉	64	5	59
藍	60	1	59
討	68	9	59
透	65	6	59
鑄	60	1	59
響	64	5	59
扶	61	1	60
琳	61	1	60
略	65	5	60
跳	67	7	60
躲	62	2	60
鄉	63	3	60
里	69	9	60
俄	156	95	61
償	66	5	61
共	397	336	61
區	64	3	61
純	88	27	61
腹	71	10	61
銅	215	154	61
錯	67	6	61
弄	72	10	62
瓦	83	21	62
穀	93	31	62
即	67	4	63
孕	69	6	63
綁	80	17	63
腿	88	25	63
做	496	432	64
袍	78	14	64
觸	75	11	64
劃	67	2	65
與	1796	1731	65
魯	80	15	65
弓	82	16	66
朵	75	9	66
祕	69	3	66
竟	234	168	66
，	63215	63149	66
俗	71	4	67
唯	69	2	67
忙	69	2	67
晝	68	1	67
渴	87	20	67
牙	75	8	67
琴	68	1	67
盆	89	22	67
箭	113	46	67
輪	70	3	67
雙	96	29	67
掩	70	2	68
易	81	13	68
蜜	70	2	68
表	70	2	68
需	74	6	68
勸	125	56	69
塊	298	229	69
寧	72	3	69
屈	71	2	69
捉	79	10	69
毛	88	19	69
置	71	2	69
蟲	80	11	69
違	70	1	69
寬	155	85	70
機	71	1	70
諸	99	29	70
項	74	4	70
黃	72	2	70
乳	78	7	71
奶	72	1	71
文	72	1	71
省	117	46	71
卷	85	13	72
夏	85	13	72
帖	89	17	72
床	95	23	72
泉	83	11	72
泥	77	5	72
硬	78	6	72
袋	80	8	72
配	96	24	72
另	246	173	73
折	78	5	73
搭	96	23	73
讓	530	457	73
餓	75	2	73
付	84	9	75
卻	1478	1403	75
又	2689	2614	75
杖	140	65	75
麵	113	38	75
籤	144	68	76
運	88	12	76
恆	78	1	77
童	78	1	77
調	79	2	77
桌	79	1	78
樓	90	12	78
抓	85	6	79
昏	80	1	79
街	84	5	79
驢	174	95	79
瞎	87	7	80
臂	83	3	80
製	83	3	80
負	98	18	80
具	82	1	81
張	103	22	81
據	83	2	81
束	110	29	81
低	96	14	82
半	212	130	82
幾	233	151	82
查	93	11	82
毘	90	8	82
罵	91	9	82
庫	86	3	83
最	244	161	83
栽	91	8	83
缺	93	10	83
騙	84	1	83
條	201	117	84
鐵	141	57	84
招	95	10	85
捆	88	3	85
灰	102	17	85
退	99	14	85
錢	119	34	85
鬼	165	80	85
席	90	4	86
星	114	28	86
步	91	5	86
繞	94	8	86
逆	88	2	86
佔	104	17	87
甘	104	17	87
左	93	5	88
控	89	1	88
騎	114	26	88
繩	91	2	89
肥	103	14	89
務	91	1	90
林	97	7	90
狂	91	1	90
瑣	91	1	90
酵	96	6	90
奠	93	2	91
愁	99	8	91
砍	119	28	91
刺	104	12	92
辦	131	39	92
壯	98	5	93
悲	94	1	93
跌	101	8	93
飽	113	20	93
微	96	1	95
鎮	96	1	95
撕	99	2	97
熱	116	19	97
索	105	8	97
初	155	57	98
搶	107	9	98
朝	99	1	98
件	243	144	99
抽	136	37	99
環	109	10	99
納	168	68	100
剛	117	16	101
夠	119	18	101
持	133	32	101
般	110	9	101
漸	104	2	102
踏	108	6	102
躺	116	14	102
釋	103	1	102
偏	114	11	103
投	120	17	103
貧	104	1	103
終	112	8	104
買	204	100	104
雨	130	26	104
忠	107	2	105
恨	235	130	105
青	111	6	105
價	115	9	106
弱	109	3	106
網	136	30	106
腰	137	31	106
轄	141	35	106
制	108	1	107
幼	109	2	107
九	134	26	108
素	176	68	108
陷	135	27	108
憂	114	5	109
舌	110	1	109
覺	115	6	109
急	111	1	110
替	198	88	110
獨	138	28	110
船	168	58	110
傾	116	5	111
末	208	97	111
久	133	21	112
架	113	1	112
停	124	11	113
拆	116	3	113
搖	150	37	113
班	174	61	113
師	121	7	114
章	115	1	114
緊	123	8	115
墳	118	2	116
殘	124	8	116
赦	127	11	116
醒	130	14	116
錄	136	20	116
震	118	2	116
假	151	34	117
豐	118	1	117
遮	123	6	117
餅	271	154	117
友	125	7	118
嘴	142	24	118
旨	120	2	118
村	119	1	118
臉	195	76	119
參	127	7	120
唱	144	24	120
睡	198	78	120
祝	137	17	120
享	163	42	121
墓	126	5	121
整	137	16	121
糧	141	20	121
忍	129	7	122
宰	129	6	123
擺	131	8	123
極	214	91	123
迎	138	15	123
包	129	5	124
飯	153	29	124
憑	164	39	125
築	175	50	125
部	127	2	125
抹	184	58	126
推	133	7	126
皮	162	36	126
忘	131	4	127
燈	172	45	127
誇	130	3	127
謊	129	2	127
由	225	97	128
誠	131	3	128
谷	185	57	128
裂	132	3	129
亮	143	13	130
吹	170	40	130
登	139	9	130
形	133	2	131
牌	133	2	131
益	135	4	131
陰	132	1	131
骨	139	8	131
試	135	3	132
頓	138	6	132
更	360	227	133
裝	144	11	133
養	138	5	133
仍	264	130	134
破	141	7	134
剪	145	9	136
垂	137	1	136
感	144	8	136
新	273	137	136
醫	137	1	136
請	487	350	137
通	139	1	138
總	209	70	139
賣	193	54	139
抬	156	16	140
枝	154	14	140
盡	240	99	141
隱	182	41	141
學	146	4	142
迫	143	1	142
鳥	169	27	142
丟	162	19	143
細	281	138	143
臺	148	5	143
探	158	14	144
誡	145	1	144
棚	172	27	145
紅	167	22	145
舍	157	12	145
崙	163	17	146
禁	147	1	146
容	205	58	147
度	153	6	147
角	258	111	147
升	163	15	148
蓋	176	28	148
敗	153	4	149
職	150	1	149
每	458	308	150
懷	196	45	151
斤	158	7	151
算	238	87	151
避	154	3	151
深	174	22	152
飛	155	3	152
引	161	8	153
拔	157	4	153
根	307	154	153
次	413	260	153
解	157	4	153
麻	181	28	153
廢	168	14	154
涼	160	6	154
喊	173	18	155
掌	157	2	155
晨	157	2	155
喝	414	258	156
挪	171	15	156
改	219	63	156
笑	160	4	156
顧	197	41	156
獅	160	3	157
頂	165	7	158
龍	172	14	158
葬	162	3	159
察	167	6	161
悅	212	51	161
油	258	97	161
異	163	2	161
北	173	11	162
遭	197	35	162
興	175	12	163
越	179	16	163
伊	198	34	164
失	177	13	164
勞	168	3	165
暴	167	2	165
決	197	32	165
藏	186	21	165
亂	167	1	166
吉	168	2	166
都	4804	4637	167
境	195	26	169
連	361	192	169
期	176	6	170
也	3899	3728	171
花	195	24	171
蹟	173	2	171
雲	197	25	172
露	182	10	172
古	227	54	173
獸	230	57	173
賽	186	13	173
奴	177	3	174
富	177	3	174
講	293	119	174
院	179	5	174
吞	178	3	175
吧	741	566	175
遍	185	10	175
壓	191	15	176
貴	178	2	176
錫	189	12	177
盛	212	34	178
擔	184	5	179
若	524	345	179
計	182	3	179
視	183	2	181
埋	187	5	182
觀	185	2	183
血	489	304	185
順	192	6	186
晚	189	2	187
謀	192	5	187
乾	207	19	188
幫	190	2	188
很	394	205	189
膏	196	6	190
遇	195	5	190
患	208	16	192
牧	194	2	192
將	280	87	193
散	225	32	193
車	217	24	193
草	224	30	194
寫	311	116	195
清	196	1	195
幕	398	202	196
肉	341	145	196
輕	208	12	196
哭	230	33	197
八	287	88	199
往	340	141	199
烈	288	89	199
蓮	201	2	199
剩	201	1	200
碎	210	10	200
送	239	38	201
困	205	2	203
密	209	6	203
旁	263	60	203
奇	206	1	205
止	206	1	205
便	253	46	207
官	209	2	207
窮	219	12	207
刻	227	19	208
召	287	79	208
穿	265	57	208
背	239	31	208
虛	212	4	208
足	226	17	209
革	227	17	210
反	241	30	211
合	218	7	211
罰	218	7	211
跑	231	20	211
酒	379	168	211
落	229	16	213
該	428	214	214
君	224	9	215
周	219	4	215
麥	220	5	215
性	223	7	216
淫	230	14	216
隊	261	45	216
病	246	28	218
目	220	2	218
傷	251	32	219
凡	328	109	219
她	1622	1403	219
早	271	52	219
舉	249	30	219
右	230	10	220
柱	260	38	222
烏	255	33	222
把	5748	5525	223
奉	451	227	224
情	230	6	224
思	226	1	225
男	243	18	225
單	250	24	226
量	287	61	226
劍	267	39	228
奪	238	10	228
禍	336	108	228
節	248	20	228
降	322	94	228
再	936	707	229
差	354	125	229
戶	273	44	229
牆	304	73	231
．	611	380	231
屋	235	3	232
園	242	9	233
甲	295	62	233
種	378	145	233
蒙	427	194	233
號	236	3	233
找	339	105	234
空	243	8	235
勝	245	9	236
少	268	32	236
既	283	47	236
伏	243	6	237
壞	283	45	238
勇	240	1	239
月	344	103	241
座	532	289	243
災	257	12	245
供	272	26	246
責	247	1	246
任	254	6	248
櫃	253	5	248
腳	410	162	248
場	262	12	250
畜	254	4	250
尺	254	2	252
帳	288	36	252
善	297	44	253
曾	573	320	253
風	318	63	255
它	918	662	256
特	259	3	256
致	272	14	258
黑	282	22	260
伸	279	18	261
象	265	4	261
臣	264	1	263
導	268	2	266
兵	281	14	267
夜	319	52	267
尊	285	18	267
等	329	62	267
六	367	99	268
首	298	30	268
雖	298	29	269
設	334	64	270
緣	273	1	272
想	455	182	273
割	291	17	274
懼	278	3	275
令	310	34	276
營	336	60	276
絕	289	11	278
拜	337	58	279
污	290	11	279
擄	296	16	280
字	292	9	283
消	286	3	283
刀	486	202	284
追	289	3	286
讚	293	5	288
願	1026	738	288
達	317	27	290
關	302	12	290
選	297	6	291
聚	308	16	292
餘	295	3	292
復	296	2	294
權	308	14	294
變	302	8	294
原	326	31	295
燔	300	5	295
位	711	415	296
謝	366	68	298
耳	353	51	302
被	1872	1569	303
掉	318	14	304
木	348	44	304
藉	379	75	304
傳	390	85	305
斷	324	19	305
界	308	3	305
圍	367	61	306
夫	325	19	306
財	316	10	306
掃	600	293	307
點	363	55	308
尋	335	25	310
報	351	39	312
燒	442	128	314
治	320	5	315
牠	476	161	315
犯	440	125	315
阿	324	9	315
小	473	157	316
爭	319	2	317
真	358	36	322
誓	358	31	327
歌	357	29	328
土	355	26	329
屬	542	212	330
啊	1500	1169	331
底	633	302	331
念	354	21	333
坐	414	79	335
內	390	54	336
快	421	82	339
問	698	358	340
直	1017	676	341
結	376	35	341
待	485	142	343
本	456	113	343
禮	363	19	344
暗	363	17	346
氣	369	22	347
洗	481	134	347
強	386	38	348
存	431	77	354
瑟	356	2	354
七	752	397	355
證	356	1	355
近	416	61	355
白	384	26	358
完	404	43	361
望	376	15	361
南	387	24	363
波	389	26	363
趕	442	77	365
顯	393	28	365
收	400	32	368
田	407	37	370
亡	376	1	375
相	381	6	375
識	377	2	375
香	448	68	380
怕	481	99	382
棄	401	16	385
仇	399	12	387
取	514	126	388
轉	428	39	389
提	459	69	390
光	472	81	391
靈	617	221	396
何	416	19	397
或	765	366	399
靠	476	77	399
跟	595	194	401
重	473	71	402
流	528	121	407
逃	422	13	409
免	431	21	410
隨	425	15	410
哥	447	35	412
牛	542	130	412
個	3327	2913	414
滿	544	128	416
判	426	8	418
歸	676	258	418
備	434	15	419
房	430	10	420
動	435	13	422
吃	1070	645	425
管	433	8	425
脫	439	14	425
珥	431	3	428
害	475	44	431
入	453	20	433
群	507	74	433
數	483	38	445
海	558	110	448
贖	455	5	450
代	491	40	451
但	1388	934	454
金	554	100	454
保	457	2	455
殿	944	488	456
銀	525	69	456
千	477	17	460
倒	593	132	461
施	544	83	461
認	474	13	461
交	660	198	462
五	649	186	463
押	686	223	463
工	525	60	465
彼	468	2	466
智	467	1	466
布	492	25	467
至	546	79	467
息	472	4	468
馬	535	66	469
未	590	119	471
言	479	8	471
食	481	7	474
建	496	19	477
祖	489	11	478
今	486	3	483
稱	592	104	488
站	584	96	488
敬	525	34	491
太	565	73	492
論	579	83	496
火	685	187	498
河	545	44	501
支	514	12	502
衣	514	12	502
淨	513	9	504
接	543	33	510
樹	622	105	517
教	541	22	519
美	585	65	520
向	2093	1572	521
樂	535	13	522
業	543	20	523
苦	586	60	526
產	546	18	528
留	564	36	528
哪	1177	648	529
造	672	139	533
妻	538	1	537
呼	539	1	538
恩	541	2	539
東	547	7	540
難	588	48	540
按	651	108	543
叫	1070	526	544
年	1073	528	545
敵	552	6	546
音	569	16	553
其	582	28	554
除	600	42	558
處	686	126	560
榮	570	9	561
示	723	159	564
加	591	24	567
怒	666	93	573
福	640	66	574
指	590	15	575
毀	600	24	576
用	1995	1418	577
三	994	412	582
常	698	111	587
高	687	100	587
臨	595	3	592
正	760	164	596
書	659	61	598
別	663	62	601
只	849	248	601
水	930	324	606
而	1316	710	606
蘭	608	1	607
壇	631	15	616
野	626	9	617
軍	638	20	618
活	805	186	619
非	679	60	619
四	974	354	620
理	626	4	622
會	1459	832	627
守	761	128	633
愛	981	345	636
眼	712	76	636
信	963	326	637
能	2103	1460	643
記	683	37	646
服	696	48	648
母	695	46	649
還	1356	703	653
對	3474	2817	657
律	663	4	659
許	697	38	659
永	782	114	668
體	685	8	677
老	721	39	682
喜	685	1	684
者	752	63	689
世	704	14	690
石	710	18	692
口	827	133	694
斯	738	42	696
兄	700	2	698
殺	970	272	698
沙	732	34	698
攻	706	5	701
答	725	18	707
定	798	90	708
放	744	36	708
百	736	24	712
士	735	2	733
義	845	109	736
明	745	1	744
各	1707	956	751
受	1298	543	755
國	1147	385	762
獻	1033	271	762
聲	794	32	762
怎	920	155	765
賜	894	125	769
名	1233	462	771
邊	886	109	777
此	789	10	779
戰	787	6	781
走	1084	303	781
帶	1040	252	788
救	930	138	792
居	809	8	801
已	926	124	802
進	952	146	806
且	819	7	812
力	816	4	812
遠	857	44	813
打	901	85	816
派	1061	220	841
希	938	93	845
米	1046	201	845
意	857	6	851
冷	858	5	853
實	922	67	855
命	905	48	857
父	1139	281	858
萬	1095	236	859
先	992	115	877
全	1289	408	881
尼	960	72	888
外	901	11	890
當	1112	222	890
伯	1185	293	892
山	1039	144	895
立	1115	218	897
滅	940	39	901
擊	911	2	909
並	1014	104	910
羊	1037	126	911
哈	1167	253	914
發	1026	103	923
主	1837	912	925
之	1641	693	948
孫	968	3	965
求	1665	690	975
照	1057	82	975
領	1184	204	980
二	1094	113	981
成	1175	183	992
死	1551	552	999
族	1137	124	1013
司	1025	5	1020
分	1130	105	1025
猶	1313	279	1034
應	1099	64	1035
無	1197	146	1051
使	3764	2711	1053
惡	1242	188	1054
像	2267	1182	1085
頭	1439	351	1088
方	1136	16	1120
罪	1507	381	1126
事	2795	1668	1127
說	8245	7101	1144
開	1207	48	1159
長	1427	260	1167
比	1689	516	1173
物	1289	112	1177
現	1189	6	1183
間	1233	46	1187
從	4251	3044	1207
身	1246	34	1212
多	1553	328	1225
離	1315	75	1240
拿	1840	587	1253
瑪	1275	13	1262
聖	1404	136	1268
衛	1276	5	1271
神	4863	3584	1279
好	1845	560	1285
城	2044	747	1297
話	2050	739	1311
親	1327	15	1312
手	1818	504	1314
住	1499	167	1332
同	1560	221	1339
及	1402	50	1352
聽	1814	455	1359
家	2042	677	1365
生	1743	358	1385
羅	1703	316	1387
眾	1995	589	1406
經	1470	64	1406
女	1457	49	1408
公	1612	189	1423
如	1612	189	1423
切	1581	134	1447
必	5115	3662	1453
天	2261	799	1462
果	1465	3	1462
路	1771	286	1485
過	2203	687	1516
門	1668	144	1524
甚	1541	7	1534
巴	1688	138	1550
法	1636	47	1589
告	1617	19	1598
日	1839	204	1635
安	1662	22	1640
要	9905	8265	1640
雅	1794	139	1655
後	1721	48	1673
道	1842	167	1675
給	3447	1750	1697
拉	1953	252	1701
基	1861	142	1719
十	1886	131	1755
心	2186	431	1755
回	1853	82	1771
約	2623	828	1795
行	2564	768	1796
知	1827	30	1797
作	3948	2105	1843
得	2820	972	1848
王	3590	1718	1872
民	2090	165	1925
於	2001	27	1974
可	3024	901	2123
看	2990	851	2139
下	2359	204	2155
撒	2469	296	2173
祭	2647	459	2188
就	8831	6631	2200
見	2831	622	2209
了	11022	8797	2225
去	4578	2336	2242
些	2321	45	2276
中	4200	1799	2401
己	2440	4	2436
沒	2488	33	2455
西	2633	162	2471
起	2682	201	2481
前	2621	137	2484
出	2765	162	2603
面	2744	115	2629
的	57067	54210	2857
時	3054	104	2950
色	2990	4	2986
不	9473	6474	2999
著	3881	867	3014
自	3072	41	3031
兒	3145	22	3123
地	5017	1892	3125
所	5926	2740	3186
樣	3734	218	3516
到	6055	2500	3555
利	3750	58	3692
這	8111	4287	3824
列	3877	41	3836
大	4899	780	4119
那	6878	2629	4249
因	5068	787	4281
裡	5601	1055	4546
亞	5017	453	4564
在	14896	10151	4745
一	9497	4751	4746
是	13555	8789	4766
上	6495	1684	4811
我	20423	15557	4866
